sha256,agency_id,agency_name,document_title,date,num_violations,violations_list,query,response,violation,input_tokens,output_tokens,cost,duration_ms
02c6a5e4ae3b75814ec5cccbc492a69cd022ff8698768f8b7c54d6292282b831,CI820201008,CALUMET CENTER,Special Investigation Report #2024SIC0001635,"Special Investigation Intake Date: July 31, 2024",1,Rule 400.4407,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","The investigation was initiated based on an anonymous complaint alleging that a specific youth (Youth A) could pop the lock on his bedroom door, posing a safety risk. Investigators conducted interviews and reviewed documents, finding no evidence to substantiate the lock-popping claim, though they confirmed Youth A had recent aggressive incidents resulting in property damage. The facility's locksmith inspection and youth supervision policies were found to be adequate. Ultimately, the report concludes that no policy violations were established, indicating the facility's staff and procedures were not at fault for the alleged security failure.",n,2215,122,,5826
02d6ca5dcec90c742d07d4d770077c35e11fdac9ae139c5d56c7e20ec9e17ece,CB410201260,WELLSPRING LUTHERAN SERVICES,Special Investigation Report,"February 2, 2024",1,Rule 400.12204 Facilities,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","Wellspring Lutheran Services Kentwood opened a satellite office in Norton Shores without obtaining prior written approval from the Department of Child Welfare Licensing (DCWL), which is a violation of state licensing rules. The agency stated there was internal confusion about what constitutes a satellite office and claimed they intended to notify DCWL once the setup was completed, but the investigation concluded the violation was established. The agency bears full responsibility for this oversight, as compliance with clear notification requirements rests with the licensee.",y,1242,107,,1790
02fcbcbf2112d5596f5966669b159171b9479c5a9a678835eca0c073bb8b87eb,CB500316267,Family & Community Services Inc,Special Investigation Report #2022C0444012,"June 7, 2022",0,nan,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","The investigation substantiated that the foster care agency, Family and Community Services-Macomb, failed to inform a biological parent of her child's medical appointments, including an urgent care visit and a scheduled dental appointment. This was due to the agency's failure to update the parent's contact information in the state system (MiSACWIS) and inadequate procedures to ensure timely notification by foster parents. The agency bears direct responsibility for these communication failures, which violated rules requiring parental involvement in healthcare decisions.",y,3076,111,,4458
030a5e161e487ad277a5a84af86183d148ed43747126ef2636b76f795f211eff,CI410268882,D.A.R.T.,Special Investigation Report #2024SIC0001685,"Special Investigation Intake Date: August 15, 2024",1,Rule 400.4158,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A special investigation was conducted following an allegation that Staff 1 told Youth A to 'get the fuck away from me'. Multiple interviews with staff, administrators, and youth, including the complainant and Youth A, resulted in inconsistent accounts, with Youth A and others ultimately denying or being unable to confirm that Staff 1 used profanity. The investigation concluded that a violation was not established, and no substantial violations were found. Based on the report's findings, the facility was found in compliance, and culpability for the specific alleged verbal abuse was not substantiated.",n,2588,122,,6189
03dcc08551d95123efcb7130e84dcca3baf4cffdd2bace0000306b56e232f170,CB730200994,Holy Cross Children's Services -Mid-Michigan,Special Investigation Report #2025SIC0000518,"Special Investigation Intake Date: April 1, 2025",1,Rule 400.12504 Eligibility Requirements,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","An investigation was conducted into allegations of a broken refrigerator and pest issues at Holy Cross Children's Services - Mid-Michigan. The investigation found the freezer had been repaired, monthly pest control services were in place, and interviews with youth and staff, along with documentation, indicated the home was clean, safe, and appropriate. The report concludes the agency is in compliance, finding no violation established, and therefore holds the facility not culpable for the alleged conditions.",n,1514,102,,5644
03f359b645bf456c4c91482bc62b1681ae547d49880600a84aebfa54feff384c,CB410201088,DA BLODGETT FOR CHILDREN,Special Investigation Report #2025SIC0000133,"Special Investigation Intake Date: November 21, 2024",1,Rule 400.12206,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A special investigation was conducted into allegations that a staff member (Staff 2) took a youth to their personal residence for drinking, drug use, and to enable shoplifting. The investigation, which included interviews with the complainant, agency staff, and another youth, found the allegations to be unfounded, as Staff 2 denied them, no corroborating evidence was found, and the accusing youth (Youth A) refused to be interviewed and later claimed to have been drunk when making the report. The agency was found in compliance with licensing rules, placing the ultimate weight of culpability on the unsubstantiated and unreliable nature of the initial allegation.",n,1989,139,,7112
03f84c22513c494f2a1ee498ff4e7b33756985587fffeb892d2c49b42b1dcf6f,CI670290156,EAGLE VILLAGE ASHMUN-SHERK,Special Investigation Report #2025SIC0000296,"Special Investigation Intake Date: January 16, 2025",2,Rule 400.4158 Intervention standards and prohibitions.; Rule 400.4158 Intervention standards and prohibitions.,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A special investigation was conducted into allegations that staff at Eagle Village Ashmun-Sherk dragged a youth by the ankle and wrist, pushed a youth out a door, and used derogatory racial slurs and insults against youth. The investigation, which included interviews with youth and staff and a review of video footage, found no corroborating evidence for any of the allegations, resulting in a determination that no violations were established. Based on the available evidence, the report concludes that facility staff are not culpable for the alleged misconduct.",n,3662,115,,5413
0453d1af31428435e3c7626952a4fa5ae530136d03d91680cbc9457a8c024698,CI410201464,THE BRIDGE FOR RUNAWAYS,Special Investigation Report #2025SIC0000925,Special Investigation Intake Date: 08/11/2025,2,Rule 400.4127; Rule 400.4127,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A youth was sexually assaulted by another youth at The Bridge for Runaways facility on the morning of August 7, 2025, after Staff 1 dismissed overnight staff early, leaving a single staffer out of ratio and failing to perform required 15-minute variable interval room checks, which allowed the assault to occur undetected. The investigation substantiated violations of staff-to-resident ratio rules and supervision procedures requiring regular checks, and while legal action proceeds against the perpetrator, the facility and its staff bear significant responsibility for the supervisory failures that created the conditions for the incident.",y,3821,126,,6901
045ed578fce5f1ed7cb6af6aefec9a4e6ae6caded897380f6d0fb39b9bd8aa4b,CI520283194,CEDAR CREEK TEACHING FAMILY HOME,Special Investigation Report #2024C0001084SI,"February 6, 2024",1,Rule 400.4109 Program Statement.,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A state investigation found that Cedar Creek Teaching Family Home failed to follow its own supervision policies, leading to a serious incident. On December 26, 2023, a single staff member (Staff 1) left two youths (Youth A and Youth B) unsupervised for approximately eight minutes to use the bathroom, during which time the youths engaged in sexual contact. Furthermore, Youth A, a youth with documented high-risk behaviors requiring extra supervision, was also left alone with a laptop computer. The facility and its staff bear clear responsibility for this failure to provide adequate line-of-sight supervision as required by policy and individual safety plans.",y,6764,145,,4178
048e46b82e5249f2e60e45e7d1dc62454988cf1963ae6644af50169a705540c6,CB280200990,Holy Cross Services - Northern Michigan CB,Special Investigation Report #2025SIC0000950,Special Investigation Intake Date: 08/19/2025,4,"Rule 400.12205 Required staff; Rule 400.12202 Policy and procedures; R
400.12203; R 400.12214","Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A Holy Cross Services facility experienced a staffing crisis when three staff abruptly quit, leaving one fully trained case manager with 22 cases, exceeding the 15-case limit, and failing to properly manage caseloads. Additionally, a former employee violated confidentiality by sharing information about foster homes with a competitor agency. The investigation found the agency was noncompliant on both counts, with clear culpability for failing to adequately plan for known staff departures and for the employee's policy breach.",y,3173,107,,4760
04a61e2fc068f4731192c674a370c1feda4feb43f0fa8267f496a1329e190536,CB810201161,Hands Across the Water,Special Investigation Report,"February 2, 2024",2,"Rule 400.12206 Staff qualifications; volunteer,; Rule 400.12418 (5) Development of service plans.","Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","An investigation was conducted into allegations against Hands Across the Water, regarding a foster care worker leaving children unsupervised in a cold vehicle and the agency refusing to involve parents in treatment plans. The investigation found no evidence to support the claims, with interviews and documentation from the worker, caregiver, and youth all contradicting the first allegation, and records showing the mother was offered but refused to participate in the treatment plan. Therefore, no party at the agency was found culpable for the alleged incidents.",n,2680,107,,5652
05313e24de5c597bb90fd604321456ef5fd36cf815e9b18d55ba09cc244535ad,CB250296641,SAMARITAS - BAY,Special Investigation Report,"April 6, 2023",2,Rule 400.12206.; Rule 400.12503.,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A staff member at a Samaritas independent living home assisted a youth in running away by driving her to a bus station, helped youths avoid security cameras, and repeatedly purchased cigarettes, vape pens, alcohol, and marijuana for underage residents. The agency's supervision failures, including not verifying youth locations and ignoring prior warnings, contributed to the incident. The staff member was terminated, and the facility was found culpable for systemic supervision lapses and repeat violations.",y,11337,103,,2746
0548e0ed2193286be90b4c616d727b3ec295a14d4cd867d0352e00d782f187a8,CI630412886,GLEN GROVE,Special Investigation Report #2024SIC0001494,"Special Investigation Intake Date: June 7, 2024",2,Rule 400.4149; Rule 400.4148,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A special investigation into a care facility for a non-verbal youth with cerebral palsy found insufficient evidence to substantiate the primary allegation of medical neglect regarding feeding and malnutrition. However, the investigation did substantiate a violation for failing to provide appropriate personal hygiene, as a staff member admitted to transporting the youth to school without checking or changing his diaper as required by his care plan. Overall, the facility is culpable for failing to follow the prescribed personal care protocol.",y,2733,102,,3324
055f59c6b2c04de7f7a5ebaa465ffc29cfc3e09f05cc9ae5b1c348ef478dc40d,CI820293953,LINCOLN CENTER,Special Investigation Report #2025SIC0000059,"Special Investigation Intake Date: October 28, 2024",1,Rule 400.4126,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","An investigation was initiated after an allegation that on October 22, 2024, a youth (Youth A) was sexually assaulted by two other youths in his room, with staff allegedly failing to provide proper supervision. The investigation included interviews with staff, youths, and a therapist, and a review of documents. Investigators found conflicting accounts; the therapist and Youth A reported an incident involving kicking and attempts to pull down shorts, while the accused youths and staff characterized it as horseplay that was quickly stopped. The state's analysis concluded there was insufficient evidence that a sexual assault occurred or that staff failed to supervise, as staff intervened within seconds. The investigation did not substantiate the alleged violations of staffing and supervision rules.",n,2432,154,,8166
056885a5f036de3772c5a66daba38ead7d8af5e4d8d6c784d1dbebd82c2cb08c,CB630369213,CHILD SAFE MICHIGAN JUDSON CS,Special Investigation Report #2025SIC0000078,"Special Investigation Intake Date: November 4, 2024",6,Rule 400.12421.; Rule 400.12214; Rule 400.12207.; R 400.12419; R 400.12420; MCL 722.621,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","The report investigates three allegations against a child welfare agency regarding visitation, failure to report maltreatment, and staff responsibilities. The investigation found that visitation plans were established, a reported injury was medically assessed as a diaper rash, and the agency was actively working on relative placement and required assessments. The investigation concluded that no violations were established, effectively clearing the agency of wrongdoing.",n,6844,83,,5551
0598508ca51ec76947c612419a9c5dd4014ba91d54f315652480f6c60e3ec862,CM500338959,SAFEHAUS TOO,Special Investigation Report #2024C0001075SI,"January 26, 2024",1,Rule 400.4142 Health services; policies and procedures.,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A youth discharged from Safehaus Too expressed suicidal intent to a crisis screener when his mother left him at the facility, and was later psychiatrically hospitalized. The investigation found facility documentation showed the youth was not suicidal the day prior to discharge, and upon the youth's crisis, staff directed the legal guardian to take him to the ER. The report concludes the facility followed its policies and the violation was not established, placing primary responsibility for the post-discharge crisis on the youth's guardians.",n,1989,111,,5371
05a298bbfe4158f3c91cdc065e2fb6bf0104ade263b0f80e17fd528f06421044,CI820201008,CALUMET CENTER,Special Investigation Report #2024SIC0001776,"Special Investigation Intake Date: September 18, 2024",1,Rule 400.4158,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A staff member (Staff 1) at the Calumet Center juvenile facility hit a youth (Youth A) on the back of the head during a physical confrontation on September 15, 2024. The incident occurred after Youth A, who was agitated, swung at and struck Staff 1 in the face. The investigation, which included interviews and video review, substantiated that Staff 1 struck the youth, which is a prohibited physical intervention. While the youth instigated the conflict, primary culpability lies with Staff 1, who admitted to overreacting and failing to de-escalate the situation despite recent training.",y,2825,139,,5679
05a510399afff34ae4d909311e39e8313ab1fcdc60dd7f273b785f1ff7560687,CI670414130,Osceola Youth Center,Special Investigation Report #2025SIC0000763,"Special Investigation Intake Date: June 4, 2025",1,Rule 400.4109,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","The report investigates an allegation that a youth tested positive for marijuana at a new placement after being discharged from Osceola Youth Center. The investigation, including interviews with the youth, other residents, staff, and administrators, found no evidence that the youth obtained or used marijuana while at the facility, attributing the positive test to the youth's admitted heavy daily use prior to admission. The investigating agency concluded that no policy violation occurred at the facility, effectively clearing it of culpability for the incident.",n,1568,109,,4997
0606466adcad96b39e6e4e1f8d53bd0226f0c896cfdbf0dcd424f4171ac5f878,CP690201347,Otsego/Crawford/Oscoda DHHS,Special Investigation Report,"December 7, 2023",1,Rule 400.12417 Foster parent information,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","The investigation examined allegations that foster parents were not adequately informed about a youth's history and diagnoses prior to placement. The agency provided documentation showing multiple meetings, emails, and visits where the youth's behavioral history, diagnoses, and needs were discussed with the foster parents over a two-month transition period. The foster parents' concerns, particularly about undisclosed prenatal substance exposure, were reviewed, but the agency maintained that a suspected Fetal Alcohol Syndrome diagnosis had been ruled out and was therefore not shared. The investigation concluded the agency provided all relevant information and complied with rules. The agency bears primary responsibility for the breakdown in communication that led to the foster parents' feeling misled and unprepared.",n,5683,146,,2810
0625703ed81e420185a78baa710ddf9d0d36aa6dce8deb269cb92270d0c2397e,CP470201250,LIVINGSTON COUNTY DHHS,Special Investigation Report #2025SIC0000684,"Special Investigation Intake Date: May 12, 2025",3,Rule 400.12206; Rule 400.12413; Rule 400.12418,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A foster parent alleged that Livingston County DHHS falsified court reports, failed to provide necessary medical care, and excluded her from service plan development. The investigation found that DHHS did not have case management responsibility until late in the process; a private agency handled the case. DHHS followed policy by appealing a referee's medication order due to lack of parental consent, and the foster parent was involved in planning by the private agency. No violations were substantiated. Ultimately, the investigation cleared DHHS of wrongdoing, attributing the issues to procedural delays and the actions of the private agency and the foster parent.",n,7144,131,,6716
063bb0491a1951c5d023cd381728f0942fcfc971c120529c4f6f29fd86dcb805,CB390201118,Family & Children Services,Special Investigation Report #2022C0112006,"April 12, 2022",0,nan,"Please analyze this Special Investigation Report and respond with a JSON object containing exactly two fields:

1. ""summary"": A few sentences explaining what went down here, including one extra sentence weighing in on culpability.
2. ""violation"": Either ""y"" if allegations of policy/code violations were substantiated in this report, or ""n"" if they were not substantiated.

Return ONLY the JSON object, no other text. Format:
{""summary"": ""..."", ""violation"": ""y""}","A child-placing agency was investigated for multiple allegations made by a parent (Parent A). The investigation did not substantiate most claims, including refusal of requested services, preventing a caregiver from attending court, and failing to provide reasons for moving children from a relative's home. However, it was substantiated that the agency failed to provide or ensure makeup visits when visits were cancelled by the agency or foster family, and its internal policy regarding makeup visits violated state requirements. The agency's management and staff share responsibility for this policy and procedural failure.",y,6020,119,,3802
